cation,anion,SMILES
CC[NH+](CC)CSCC(O)(c1ccccc1)c1ccccc1,O=C([O-])CC(C(=O)[O-])N(CC1CCCCCCC1)C(=O)[O-],CC[NH+](CC)CSCC(O)(c1ccccc1)c1ccccc1.O=C([O-])CC(C(=O)[O-])N(CC1CCCCCCC1)C(=O)[O-]
C[NH+](CCCCCCCCCCCS)CCNc1ccc2[nH]cc(-c3ccccc3)c2c1,Cc1nn(C)c2nc(-c3cn(CC(=O)Oc4ccc(CCC(=O)[O-])c(C#N)c4)c(-c4ccc(OCCC#N)cc4)n3)c3ccccc3c12,C[NH+](CCCCCCCCCCCS)CCNc1ccc2[nH]cc(-c3ccccc3)c2c1.Cc1nn(C)c2nc(-c3cn(CC(=O)Oc4ccc(CCC(=O)[O-])c(C#N)c4)c(-c4ccc(OCCC#N)cc4)n3)c3ccccc3c12
CC[NH+](CCOC)C1=Cc2cc(Br)ccc2NCC1,CCCCCC(Cc1cccc2c(=O)cc([O-])c(C(=O)[O-])cc12)C(=O)[O-],CC[NH+](CCOC)C1=Cc2cc(Br)ccc2NCC1.CCCCCC(Cc1cccc2c(=O)cc([O-])c(C(=O)[O-])cc12)C(=O)[O-]
CC[NH+](CCC[NH+](C)C)Cc1ccn(C)n1,COC(=O)C(=CC(NC(=O)Cc1cn(C(=O)[O-])c2ccccc12)c1ccc(-c2ccccc2)cc1)SC(=O)C(F)F,CC[NH+](CCC[NH+](C)C)Cc1ccn(C)n1.COC(=O)C(=CC(NC(=O)Cc1cn(C(=O)[O-])c2ccccc12)c1ccc(-c2ccccc2)cc1)SC(=O)C(F)F
CCNC(NCCCn1nc(C)cc1C)=[NH+]Cc1ncccc1C,CC(C)CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC(CCCCCCCCCCC(CCCCCCCC(=O)OCC(=O)CCCOCCCOC(=O)C(C)CCCC=CCCF)CC(C)O)CC(C)C)OC(=O)CCC(=O)[O-],CCNC(NCCCn1nc(C)cc1C)=[NH+]Cc1ncccc1C.CC(C)CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC(CCCCCCCCCCC(CCCCCCCC(=O)OCC(=O)CCCOCCCOC(=O)C(C)CCCC=CCCF)CC(C)O)CC(C)C)OC(=O)CCC(=O)[O-]
C[NH+](C)CCCc1ccc(CBr)cc1,O=C([O-])CCCCOC(=O)c1cc2cc(CNC(=O)C3SC(=S)NC3C(=O)[O-])c(O)c(Cl)c2cc1O,C[NH+](C)CCCc1ccc(CBr)cc1.O=C([O-])CCCCOC(=O)c1cc2cc(CNC(=O)C3SC(=S)NC3C(=O)[O-])c(O)c(Cl)c2cc1O
COc1ccc(N(C)C(=O)C2CCCC([NH3+])C2)cc1OC,COCCCNC(=O)C(=O)NC1(C(=O)[O-])CCCSC1,COc1ccc(N(C)C(=O)C2CCCC([NH3+])C2)cc1OC.COCCCNC(=O)C(=O)NC1(C(=O)[O-])CCCSC1
CC[NH+](CC)CCCC(C)[NH2+]C(C)c1ccccc1,CCC(C)C(CC(=O)NC(C)CO)NC(=O)C(CCC(=O)[O-])NC(=O)Cc1ccc2c(c1)C(C)(C)C(=O)N2,CC[NH+](CC)CCCC(C)[NH2+]C(C)c1ccccc1.CCC(C)C(CC(=O)NC(C)CO)NC(=O)C(CCC(=O)[O-])NC(=O)Cc1ccc2c(c1)C(C)(C)C(=O)N2
CCCC[NH+](CCCC)CCCCC(C)C,COc1ccc(C(=O)[O-])n(CCCCN)c1=O,CCCC[NH+](CCCC)CCCCC(C)C.COc1ccc(C(=O)[O-])n(CCCCN)c1=O
C[NH+](C)CCC[NH+](C)Cc1ccc2c(c1)CCCO2,O=C(CCNC(=O)C1CCCN1C(=O)COC1CCCCC1C(=O)[O-])Nc1ccccn1,C[NH+](C)CCC[NH+](C)Cc1ccc2c(c1)CCCO2.O=C(CCNC(=O)C1CCCN1C(=O)COC1CCCCC1C(=O)[O-])Nc1ccccn1
CC[NH+](CC)CCC(CC1CCOCC1)[NH2+]C,Cc1cc(CCC(=O)[O-])ccc1N1CCCNCC1(C)C,CC[NH+](CC)CCC(CC1CCOCC1)[NH2+]C.Cc1cc(CCC(=O)[O-])ccc1N1CCCNCC1(C)C
CCC(NC(=O)c1ccccc1OCC[NH+](CC)CC)c1ccc(C)cc1,NCCNC(=O)C(CC(=O)[O-])NC(=O)OCc1ccccc1,CCC(NC(=O)c1ccccc1OCC[NH+](CC)CC)c1ccc(C)cc1.NCCNC(=O)C(CC(=O)[O-])NC(=O)OCc1ccccc1
COCC[NH+](C)CC(=O)c1cc(Cl)sc1Cl,Cc1cc(-c2noc(C3CCCCC3(C)C(=O)[O-])n2)cc(C)c1Cl,COCC[NH+](C)CC(=O)c1cc(Cl)sc1Cl.Cc1cc(-c2noc(C3CCCCC3(C)C(=O)[O-])n2)cc(C)c1Cl
C=CCCC[NH+](C)CCCCCOCCOC=O,O=C(NCC1CCC2(CCCCC2)O1)c1ccc(OCC2CCCO2)cc1[O-],C=CCCC[NH+](C)CCCCCOCCOC=O.O=C(NCC1CCC2(CCCCC2)O1)c1ccc(OCC2CCCO2)cc1[O-]
CC[NH+](CC)CC(O)C[NH2+]CC1CCCN(CC[NH+](C)C)C1,CC[NH+](CC=CC(=O)[O-])CC(=O)[O-],CC[NH+](CC)CC(O)C[NH2+]CC1CCCN(CC[NH+](C)C)C1.CC[NH+](CC=CC(=O)[O-])CC(=O)[O-]
CC[NH+](CC)Cc1ccc(C(N)=[NH+]O)cc1Cl,COc1cc(CC(=O)[O-])c(CN)c(OC(=O)CC(NC(C)=O)c2nn(C)cc2[S-])c1,CC[NH+](CC)Cc1ccc(C(N)=[NH+]O)cc1Cl.COc1cc(CC(=O)[O-])c(CN)c(OC(=O)CC(NC(C)=O)c2nn(C)cc2[S-])c1
CCCC[NH+](CCO)Cc1cn[nH]c1-c1ccc(F)cc1,Cc1cc(C=C2CC(Cc3ccc(Cl)cc3)CCC2CC(=O)N2CCCC(C(=O)[O-])C2)ccc1C(=O)[O-],CCCC[NH+](CCO)Cc1cn[nH]c1-c1ccc(F)cc1.Cc1cc(C=C2CC(Cc3ccc(Cl)cc3)CCC2CC(=O)N2CCCC(C(=O)[O-])C2)ccc1C(=O)[O-]
CCCN(C)CC[NH+](C)CCCC[NH2+]CC,O=C([O-])COC1CCN(C(=O)CCCn2c(=O)[nH]c3ccccc3c2=O)CC1,CCCN(C)CC[NH+](C)CCCC[NH2+]CC.O=C([O-])COC1CCN(C(=O)CCCn2c(=O)[nH]c3ccccc3c2=O)CC1
CCOC(=O)CC[NH+](CCN1CCOCC1)Cc1ccccc1,O=C([O-])CC(CCS)Nc1cc(C(=O)[O-])c(C(=O)NCCOCCOCCOCCOCCOCCN2c3cc(C(=O)NC4CC4)cc4cccc(c34)S2(=O)=O)[nH]1,CCOC(=O)CC[NH+](CCN1CCOCC1)Cc1ccccc1.O=C([O-])CC(CCS)Nc1cc(C(=O)[O-])c(C(=O)NCCOCCOCCOCCOCCOCCN2c3cc(C(=O)NC4CC4)cc4cccc(c34)S2(=O)=O)[nH]1
CCCC[NH+](CC)CCCc1ccc2[nH]c3ccccc3c2c1,CCC(=O)OC1(CCC(=O)Oc2ccc(CC(=O)[O-])c(C(=O)[O-])c2)C=C(C(=O)[O-])NC(C)=C1C(=O)[O-],CCCC[NH+](CC)CCCc1ccc2[nH]c3ccccc3c2c1.CCC(=O)OC1(CCC(=O)Oc2ccc(CC(=O)[O-])c(C(=O)[O-])c2)C=C(C(=O)[O-])NC(C)=C1C(=O)[O-]
OCCC[NH+](CCc1ccccc1)C1CC[NH+](Cc2ccco2)CC1,O=C(NCC1(C(=O)[O-])CCCCC1)Nc1ccccc1F,OCCC[NH+](CCc1ccccc1)C1CC[NH+](Cc2ccco2)CC1.O=C(NCC1(C(=O)[O-])CCCCC1)Nc1ccccc1F
CCCCCCC=Cc1cc(OCCCC[NH+](CC)CCCCCC)ccc1OCCCCCCCCCCCC,C=CCCCCCCCCC1(C(=O)[O-])CCCCC12CCCCC2C(=O)[O-],CCCCCCC=Cc1cc(OCCCC[NH+](CC)CCCCCC)ccc1OCCCCCCCCCCCC.C=CCCCCCCCCC1(C(=O)[O-])CCCCC12CCCCC2C(=O)[O-]
C[NH+](CCCCCCO)CC1CCC1,O=C([O-])NC1(C(=O)[O-])CCCCCCC1=O,C[NH+](CCCCCCO)CC1CCC1.O=C([O-])NC1(C(=O)[O-])CCCCCCC1=O
CC[NH+](CCCCC[NH2+]C(C)(C)C)CCN(C)C,CC1(C2CCCN2C(=O)CC(N[O-])Nc2ccccc2Cc2ccccc2)CCCC1,CC[NH+](CCCCC[NH2+]C(C)(C)C)CCN(C)C.CC1(C2CCCN2C(=O)CC(N[O-])Nc2ccccc2Cc2ccccc2)CCCC1
COCC[NH+](CCOC)C1c2ccccc2-c2cc(Cl)cc(C)c21,CCC1CN2C(=O)c3c(cccc3OC(C)(C)C)OCCCCCC(=O)Nc3cccc(c3CCC(=O)[O-])C(C=CCC(O)C(=O)CC(=O)[O-])C2CO1,COCC[NH+](CCOC)C1c2ccccc2-c2cc(Cl)cc(C)c21.CCC1CN2C(=O)c3c(cccc3OC(C)(C)C)OCCCCCC(=O)Nc3cccc(c3CCC(=O)[O-])C(C=CCC(O)C(=O)CC(=O)[O-])C2CO1
C#CC[NH+](C)CCc1ccc(Nc2cc(NCCC)nc(CC)n2)cn1,[NH3+]C(Cc1ccccc1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-],C#CC[NH+](C)CCc1ccc(Nc2cc(NCCC)nc(CC)n2)cn1.[NH3+]C(Cc1ccccc1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-]
C=CCN1C(=O)C(=Cc2cccc(OCCC[NH+](CC)CC)c2)SC1=S,CC(C)CC(NC(=O)COC(=O)c1ccccc1C(=O)[O-])C(=O)NC(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)NN=Cc1sccc1NC(=O)OC(C)(C)C,C=CCN1C(=O)C(=Cc2cccc(OCCC[NH+](CC)CC)c2)SC1=S.CC(C)CC(NC(=O)COC(=O)c1ccccc1C(=O)[O-])C(=O)NC(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)NN=Cc1sccc1NC(=O)OC(C)(C)C
C[NH+](CCC[NH3+])CCC[NH+](C)CC1CCOC1,COc1ccccc1C=CC(=O)N1CCCC(NC(=O)c2ccc(C(=O)[O-])cc2)C1,C[NH+](CCC[NH3+])CCC[NH+](C)CC1CCOC1.COc1ccccc1C=CC(=O)N1CCCC(NC(=O)c2ccc(C(=O)[O-])cc2)C1
C[NH+](Cc1ccccc1F)Cc1ccccc1Cl,CCCCCC=CCC=CCC=CCCCCC1OC1CC(CCCC=CCCCCCCC)CCCCCC(=O)[O-],C[NH+](Cc1ccccc1F)Cc1ccccc1Cl.CCCCCC=CCC=CCC=CCCCCC1OC1CC(CCCC=CCCCCCCC)CCCCCC(=O)[O-]
Cc1ccc(C(O)CC[NH+](CCO)C2CC2)cc1,COc1cc(Br)c(I)c(CC(=O)[O-])c1,Cc1ccc(C(O)CC[NH+](CCO)C2CC2)cc1.COc1cc(Br)c(I)c(CC(=O)[O-])c1
CCC[NH2+]Cc1cc(-c2c(F)ccc(C)c2F)ccc1Cl,O=C([O-])C1=C(Nc2cc(C(=O)[O-])ccc2N=NC2CCCCC2)COC2C(NC(=O)C3CCCCC3)C(=O)N12,CCC[NH2+]Cc1cc(-c2c(F)ccc(C)c2F)ccc1Cl.O=C([O-])C1=C(Nc2cc(C(=O)[O-])ccc2N=NC2CCCCC2)COC2C(NC(=O)C3CCCCC3)C(=O)N12
C[NH+](C)C(C)(C)C(O)CC[NH+](CCc1ccncc1)Cc1ccccc1,CC1(C)CCC(CNC(=O)N2CCC(C)(C(=O)[O-])CC2)C1,C[NH+](C)C(C)(C)C(O)CC[NH+](CCc1ccncc1)Cc1ccccc1.CC1(C)CCC(CNC(=O)N2CCC(C)(C(=O)[O-])CC2)C1
C[NH+](C)CCC(=O)OCC[NH+](C)CC1CCCNC1CS(=O)(=O)Cc1ccccc1,CC1(C(=O)[O-])CCCN(C(=O)C2CCCCCCC2C(=O)[O-])C1,C[NH+](C)CCC(=O)OCC[NH+](C)CC1CCCNC1CS(=O)(=O)Cc1ccccc1.CC1(C(=O)[O-])CCCN(C(=O)C2CCCCCCC2C(=O)[O-])C1
C=CC[NH+](CCC(=C)CCCCC)CC(=O)NCC[NH+](CC)CC,O=C([O-])C1C2C=CC(C2)C1C(=O)N1CCCC2CCCCC21,C=CC[NH+](CCC(=C)CCCCC)CC(=O)NCC[NH+](CC)CC.O=C([O-])C1C2C=CC(C2)C1C(=O)N1CCCC2CCCCC21
CCCC(C)(CCCC[NH+](C)CCCCCCC(C)C)OCC[NH+](CCC=O)CCCc1ccc2c(c1)SCC2=O,Cc1csc(CC(=O)[O-])c1C(=O)[O-],CCCC(C)(CCCC[NH+](C)CCCCCCC(C)C)OCC[NH+](CCC=O)CCCc1ccc2c(c1)SCC2=O.Cc1csc(CC(=O)[O-])c1C(=O)[O-]
C[NH+](CCBr)CCOCC=CCO,Cc1ccc(-c2ccc(CC(=O)NC(CC(=O)[O-])c3ccc(OCC(C)C)c(CC(=O)[O-])c3)cc2-c2ccc(F)cc2)cc1,C[NH+](CCBr)CCOCC=CCO.Cc1ccc(-c2ccc(CC(=O)NC(CC(=O)[O-])c3ccc(OCC(C)C)c(CC(=O)[O-])c3)cc2-c2ccc(F)cc2)cc1
C[NH+](Cc1ccc(Cl)cc1)CC1(O)CCN(Cc2ccccc2)C1=O,CC(C)C(C)(CC(=O)OCC(=O)[O-])Cc1nc2ccccc2n1CCOCC(=O)[O-],C[NH+](Cc1ccc(Cl)cc1)CC1(O)CCN(Cc2ccccc2)C1=O.CC(C)C(C)(CC(=O)OCC(=O)[O-])Cc1nc2ccccc2n1CCOCC(=O)[O-]
CCC(C)(CC)C[NH+](C)CCC[NH2+]C,CN(CCC(=O)[O-])C(=O)NC(CCC(=O)[O-])CC(C)(C)C(=O)[O-],CCC(C)(CC)C[NH+](C)CCC[NH2+]C.CN(CCC(=O)[O-])C(=O)NC(CCC(=O)[O-])CC(C)(C)C(=O)[O-]
CC[NH+](CC)CCC([NH2+]C)c1c(F)cccc1F,CC(C)CCCC(C)C(C)CC1CC(CC(=O)[O-])CCC1c1ccc(O)c(O)c1O,CC[NH+](CC)CCC([NH2+]C)c1c(F)cccc1F.CC(C)CCCC(C)C(C)CC1CC(CC(=O)[O-])CCC1c1ccc(O)c(O)c1O
CCC[NH2+]C1(C(N)=O)CCCC1CC[NH+](C)CCOC,CCN(CCCF)c1ccc(Br)c(C(=O)[O-])c1,CCC[NH2+]C1(C(N)=O)CCCC1CC[NH+](C)CCOC.CCN(CCCF)c1ccc(Br)c(C(=O)[O-])c1
Cc1cn(CCSc2ccccc2)c(NCCCC[NH+](C)C)[nH+]1,CCCCNC(=O)NCC1(C(=O)[O-])CCCCC1,Cc1cn(CCSc2ccccc2)c(NCCCC[NH+](C)C)[nH+]1.CCCCNC(=O)NCC1(C(=O)[O-])CCCCC1
CC[NH+](CC)CCN(C)c1ncnc2sc3c(c2c1=O)CCC3,O=CC1CN(C(=O)[O-])CCC(N(CC(=O)[O-])C(=O)[O-])CC(CO)CC1O,CC[NH+](CC)CCN(C)c1ncnc2sc3c(c2c1=O)CCC3.O=CC1CN(C(=O)[O-])CCC(N(CC(=O)[O-])C(=O)[O-])CC(CO)CC1O
CCCC(C)(C[NH2+]CC)C[NH+](C)CC(C)(C)C,NCC([NH2+]CC1(C2(C(=O)[O-])CC2)CCCCCC1)C(=O)[O-],CCCC(C)(C[NH2+]CC)C[NH+](C)CC(C)(C)C.NCC([NH2+]CC1(C2(C(=O)[O-])CC2)CCCCCC1)C(=O)[O-]
Cc1ccnc(NC(C)(C[NH3+])CCc2ccccc2)[nH+]1,CSCCC(NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CC(=O)[O-])C(=O)[O-],Cc1ccnc(NC(C)(C[NH3+])CCc2ccccc2)[nH+]1.CSCCC(NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CC(=O)[O-])C(=O)[O-]
Cc1cc(=O)n(CC(C)C[NH+]2CCN(C(=O)OC(C)(C)C)CC2)[nH]1,Cc1ccc(NC(=O)C(=O)NC2CCC(C(=O)[O-])CC2)cc1,Cc1cc(=O)n(CC(C)C[NH+]2CCN(C(=O)OC(C)(C)C)CC2)[nH]1.Cc1ccc(NC(=O)C(=O)NC2CCC(C(=O)[O-])CC2)cc1
CC[NH+](C)CCC[NH+](C)C,O=C1C=C(C(=O)[O-])N(C(=O)c2cscc2C(=O)[O-])CC(=O)N1,CC[NH+](C)CCC[NH+](C)C.O=C1C=C(C(=O)[O-])N(C(=O)c2cscc2C(=O)[O-])CC(=O)N1
CCC[NH+](CC(C)C=O)[NH2+]C(C)Cc1c(C)[nH]c2ccccc12,CC1(C)CCCN(CC2CCCCC2=O)C1C(=O)[O-],CCC[NH+](CC(C)C=O)[NH2+]C(C)Cc1c(C)[nH]c2ccccc12.CC1(C)CCCN(CC2CCCCC2=O)C1C(=O)[O-]
C=CC[NH+](C)CCCCCCCCCCCCCCCCO,O=C(Nc1cccc(N2CCCC2=O)c1)NC1CC1C(=O)[O-],C=CC[NH+](C)CCCCCCCCCCCCCCCCO.O=C(Nc1cccc(N2CCCC2=O)c1)NC1CC1C(=O)[O-]
CC[NH+](CC)CCCCCCCCCCCCCCCCCCCCCN1C=C[NH+](CCC[NH+](CC)CC)C1C,CC(=CC=CC=C1OC(=O)c2c(N)ncnc21)C=C1C(=O)N(C)N(C(C(=O)[O-])c2ccc(C)cc2)C1=O,CC[NH+](CC)CCCCCCCCCCCCCCCCCCCCCN1C=C[NH+](CCC[NH+](CC)CC)C1C.CC(=CC=CC=C1OC(=O)c2c(N)ncnc21)C=C1C(=O)N(C)N(C(C(=O)[O-])c2ccc(C)cc2)C1=O
COCC[NH+](CCO)CCN1CC[NH2+]CC1,CCc1nc2c(C)cc(C(=O)[O-])cn2c1C(=O)[O-],COCC[NH+](CCO)CCN1CC[NH2+]CC1.CCc1nc2c(C)cc(C(=O)[O-])cn2c1C(=O)[O-]
CCC(CSc1ccc2c(c1)CCC2)[NH2+]C(C)C,O=C([O-])C1CC(O)CN1C(=O)NCC1CCCCC1O,CCC(CSc1ccc2c(c1)CCC2)[NH2+]C(C)C.O=C([O-])C1CC(O)CN1C(=O)NCC1CCCCC1O
CCC1(C(=O)N2CCCCC2CCO)CC[NH2+]CC1,O=C([O-])CC1(NC(=O)C(=O)Nc2ccc3n2CCOCCC=C3Cl)CCOCC1,CCC1(C(=O)N2CCCCC2CCO)CC[NH2+]CC1.O=C([O-])CC1(NC(=O)C(=O)Nc2ccc3n2CCOCCC=C3Cl)CCOCC1
CSCC(C)[NH+](C)CCc1[nH+]ccn1CCO,CCOC1(c2nc(C(NC(=O)[O-])C(C)(C)C)cs2)CCCCC1,CSCC(C)[NH+](C)CCc1[nH+]ccn1CCO.CCOC1(c2nc(C(NC(=O)[O-])C(C)(C)C)cs2)CCCCC1
CCC(C)C[NH+](C)CC(C)C[NH2+]C,[C-]#[N+]c1cccnc1S(=O)(=O)CCCCCc1cc(OC(=O)OC(C)(C)C)c(CN)cc1C(=O)[O-],CCC(C)C[NH+](C)CC(C)C[NH2+]C.[C-]#[N+]c1cccnc1S(=O)(=O)CCCCCc1cc(OC(=O)OC(C)(C)C)c(CN)cc1C(=O)[O-]
CCCCCCCCCCCCCCCCOCC(O)C[NH+](CCO)CCO,CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCOCC(O)C[NH+](CCO)CCO.CCCCCC=CCC=CCC=CCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC
Cc1cc(N2CCC(S(C)(=O)=O)CC2)c2ccccc2[nH+]1,O=C([O-])CCC(=O)OC(CCC(=O)[O-])NC(=O)CC(=O)NC(CC(=O)[O-])C(=O)[O-],Cc1cc(N2CCC(S(C)(=O)=O)CC2)c2ccccc2[nH+]1.O=C([O-])CCC(=O)OC(CCC(=O)[O-])NC(=O)CC(=O)NC(CC(=O)[O-])C(=O)[O-]
Cc1oc(C[NH2+]Cc2ccc(Br)cc2Cl)cc1Br,CCC(CCC(=O)OC(C)C(COC(=O)OCOCCOP(=O)([O-])OCC(CCCCC(O)COC(=O)COC(=O)CC(=O)[O-])(CCC(C)C(CC)NC(=O)OC(C)(C)C)C(=O)[O-])OC)CC1=CC(=O)CC1=O,Cc1oc(C[NH2+]Cc2ccc(Br)cc2Cl)cc1Br.CCC(CCC(=O)OC(C)C(COC(=O)OCOCCOP(=O)([O-])OCC(CCCCC(O)COC(=O)COC(=O)CC(=O)[O-])(CCC(C)C(CC)NC(=O)OC(C)(C)C)C(=O)[O-])OC)CC1=CC(=O)CC1=O
COCCC[NH+](C)CCSc1cccc(C)c1,Cc1ccc2c(C(=O)OCC(=O)[O-])cccn2c1=O,COCCC[NH+](C)CCSc1cccc(C)c1.Cc1ccc2c(C(=O)OCC(=O)[O-])cccn2c1=O
CC[NH+](C)Cc1cccc(N)c1,O=C([O-])CCC(=O)c1c(COC(=O)[O-])c(I)c(I)c(I)c1C(I)c1ccccc1,CC[NH+](C)Cc1cccc(N)c1.O=C([O-])CCC(=O)c1c(COC(=O)[O-])c(I)c(I)c(I)c1C(I)c1ccccc1
CCn1c(C[NH+](C)C)nnc1-c1cc2cc(Cl)ccc2[nH]1,CCCC(CCC(=O)OCc1ccccc1)(C(=O)[O-])C(OC(C)=O)C(=O)[O-],CCn1c(C[NH+](C)C)nnc1-c1cc2cc(Cl)ccc2[nH]1.CCCC(CCC(=O)OCc1ccccc1)(C(=O)[O-])C(OC(C)=O)C(=O)[O-]
CCNC(=NCC(c1ccccc1)[NH+](C)C)NCC[NH+](C)CCCOC,O=C([O-])CC1(CNC(=O)c2cc(O)ccc2N2CCCCNC2=O)CC1,CCNC(=NCC(c1ccccc1)[NH+](C)C)NCC[NH+](C)CCCOC.O=C([O-])CC1(CNC(=O)c2cc(O)ccc2N2CCCCNC2=O)CC1
Cc1cc(Cl)c(OCC[NH+](C)C(C)C)c(Cl)c1,N#CNc1ccc(C(CC(=O)[O-])NC(=O)c2cn3c(n2)CCNC3=O)cc1,Cc1cc(Cl)c(OCC[NH+](C)C(C)C)c(Cl)c1.N#CNc1ccc(C(CC(=O)[O-])NC(=O)c2cn3c(n2)CCNC3=O)cc1
CCC[NH+](CCC)CC(C)(CCC)C[NH2+]CC,COC(=O)CS(=O)(=O)NCC(CCCF)C(=O)[O-],CCC[NH+](CCC)CC(C)(CCC)C[NH2+]CC.COC(=O)CS(=O)(=O)NCC(CCCF)C(=O)[O-]
C=CCOCCOCC[NH+](CCCCCCCCCC[Si]CCCCCCCC)CCOCCCCCCCCC=CCCCCCCCC,CCc1ccc2c(c1)nc(-c1ccc(C(=O)NCc3cccc(C(=O)N4CC[SH](OC)C4)c3)cc1)n2-c1ccc2c(c1)NC(C)(CCOCC=CCCCC(=O)[O-])C=C2,C=CCOCCOCC[NH+](CCCCCCCCCC[Si]CCCCCCCC)CCOCCCCCCCCC=CCCCCCCCC.CCc1ccc2c(c1)nc(-c1ccc(C(=O)NCc3cccc(C(=O)N4CC[SH](OC)C4)c3)cc1)n2-c1ccc2c(c1)NC(C)(CCOCC=CCCCC(=O)[O-])C=C2
CCCCc1c(C)n(-c2ccc(C)cc2F)c2c(OCC[NH2+]CCC[NH+](CCO)Cc3cccc4c3CCC4)cccc12,C=CCN(CC(=O)[O-])C(=O)Nc1ccc(F)cc1,CCCCc1c(C)n(-c2ccc(C)cc2F)c2c(OCC[NH2+]CCC[NH+](CCO)Cc3cccc4c3CCC4)cccc12.C=CCN(CC(=O)[O-])C(=O)Nc1ccc(F)cc1
C#CC[NH+](C)CC(CCC)CCC,Cc1cc(OC(=O)C=CC(=O)[O-])c(C)c(C)c1CC(=O)OC1OC(CO)C(O)CC1C(=O)[O-],C#CC[NH+](C)CC(CCC)CCC.Cc1cc(OC(=O)C=CC(=O)[O-])c(C)c(C)c1CC(=O)OC1OC(CO)C(O)CC1C(=O)[O-]
CCc1ccc(CN(C)c2ccc(CC([NH3+])CC)cc2Br)cc1,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCC[NH3+],CCc1ccc(CN(C)c2ccc(CC([NH3+])CC)cc2Br)cc1.CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCC[NH3+]
CCCCCCCC[NH+](CCCC)CC1(C)CCC[NH2+]C1,Cc1ccc(NC(=O)NC2CCCCCC2(C)C(=O)[O-])cn1,CCCCCCCC[NH+](CCCC)CC1(C)CCC[NH2+]C1.Cc1ccc(NC(=O)NC2CCCCCC2(C)C(=O)[O-])cn1
C[NH2+]CCc1c2ccccc2nn1CC[NH+](C)CCOC,CC(C)OC1(C(=O)[O-])CCOC1(C)C,C[NH2+]CCc1c2ccccc2nn1CC[NH+](C)CCOC.CC(C)OC1(C(=O)[O-])CCOC1(C)C
Cc1noc(C)c1C(CO)[NH2+]C(C)C,Cc1c(Br)cc(C(=O)[O-])c(C(=O)[O-])c1C(=O)[O-],Cc1noc(C)c1C(CO)[NH2+]C(C)C.Cc1c(Br)cc(C(=O)[O-])c(C(=O)[O-])c1C(=O)[O-]
CC[NH+](Cc1ccc(C(=O)NN)s1)C(C)C[NH+](C)C,CCOc1cc2c(c(C)c1OCC)C(C=C(CC)C(=O)[O-])C(=O)N2CCOC(=O)CCl,CC[NH+](Cc1ccc(C(=O)NN)s1)C(C)C[NH+](C)C.CCOc1cc2c(c(C)c1OCC)C(C=C(CC)C(=O)[O-])C(=O)N2CCOC(=O)CCl
Cc1cc(C(C)[NH2+]C(C)C[NH+](C)C)ccc1F,CC1(C)OC2C(OC1(C)C(=O)[O-])[N+](O)(C1OCC(O)C1(C(=O)O)P(=O)([O-])[O-])C2C(=O)[O-],Cc1cc(C(C)[NH2+]C(C)C[NH+](C)C)ccc1F.CC1(C)OC2C(OC1(C)C(=O)[O-])[N+](O)(C1OCC(O)C1(C(=O)O)P(=O)([O-])[O-])C2C(=O)[O-]
CCCC[NH+](CCCC)CC(C)C(O)c1ccccc1,C=C1NC(=O)CCCCCCCC(CCC(=O)[O-])N=NC(=O)c2c([nH]c3ccccc23)NC1=O,CCCC[NH+](CCCC)CC(C)C(O)c1ccccc1.C=C1NC(=O)CCCCCCCC(CCC(=O)[O-])N=NC(=O)c2c([nH]c3ccccc23)NC1=O
CC[NH+](CC)CCC[NH+](CC)CCCC[NH3+],O=C([O-])CN(CC(=O)[O-])C(=O)[N-]CCCC[NH+](CC(=O)[O-])CC(=O)[O-],CC[NH+](CC)CCC[NH+](CC)CCCC[NH3+].O=C([O-])CN(CC(=O)[O-])C(=O)[N-]CCCC[NH+](CC(=O)[O-])CC(=O)[O-]
